game_id,time,P0_species,P0_Ability,P0_AddToControlGroup,P0_Camera,P0_ControlGroup,P0_GetControlGroup,P0_RightClick,P0_Selection,P0_SetControlGr6oup,P1_species,P1_Ability,P1_AddToControlGroup,P1_Camera,P1_ControlGroup,P1_GetControlGroup,P1_RightClick,P1_Selection,P1_SetControlGr6oup,winner,diff_Ability,diff_AddToControlGroup,diff_Camera,diff_ControlGroup,diff_GetControlGroup,diff_RightClick,diff_Selection,diff_SetControlGr6oup
3365,8.44,Z,70,2,523,0,122,311,221,4,T,97,7,329,0,129,138,162,7,0,27,5,-194,0,7,-173,-59,3
3366,7.48,P,40,0,607,0,126,320,182,6,T,61,0,413,0,672,266,84,17,1,21,0,-194,0,546,-54,-98,11
3367,9.58,Z,72,0,203,0,138,98,277,12,T,67,6,446,0,66,131,97,4,0,-5,6,243,0,-72,33,-180,-8
3368,9.59,P,46,0,418,0,48,242,119,8,Z,49,3,710,0,196,261,293,2,0,3,3,292,0,148,19,174,-6
3369,9.59,T,34,3,533,0,88,101,87,3,T,56,2,426,0,1,50,98,1,0,22,-1,-107,0,-87,-51,11,-2
3370,6.35,T,68,5,301,0,50,155,82,2,T,41,2,365,0,4,103,67,0,0,-27,-3,64,0,-46,-52,-15,-2
3371,9.57,Z,28,0,673,0,0,105,120,0,T,20,0,344,0,0,47,65,0,0,-8,0,-329,0,0,-58,-55,0
3372,9.59,Z,65,7,530,0,185,169,317,0,P,69,3,613,0,81,328,116,5,0,4,-4,83,0,-104,159,-201,5
3373,4.52,P,23,0,265,0,18,102,25,1,Z,15,0,418,0,1,58,72,1,0,-8,0,153,0,-17,-44,47,0
3374,10.21,Z,53,3,299,0,130,243,359,2,P,53,0,816,0,0,130,105,1,1,0,-3,517,0,-130,-113,-254,-1
3375,8.11,P,84,4,365,0,186,206,154,3,Z,79,2,369,0,635,172,215,5,1,-5,-2,4,0,449,-34,61,2
3376,9.53,T,55,0,816,0,0,379,129,0,Z,47,7,403,0,46,135,132,3,1,-8,7,-413,0,46,-244,3,3
3377,10.06,T,72,6,483,0,126,201,88,0,T,74,0,629,0,25,139,117,6,1,2,-6,146,0,-101,-62,29,6
3378,3.34,P,15,3,91,0,245,128,86,0,P,18,1,170,0,202,132,131,8,1,3,-2,79,0,-43,4,45,8
3379,10.13,Z,59,7,573,0,47,123,166,2,P,49,13,299,0,27,87,80,0,0,-10,6,-274,0,-20,-36,-86,-2
3380,5.29,Z,24,0,203,0,2,74,86,1,T,27,0,303,0,0,56,57,2,1,3,0,100,0,-2,-18,-29,1
3381,9.59,T,51,0,561,0,23,60,83,2,T,89,0,649,0,37,136,97,8,1,38,0,88,0,14,76,14,6
3382,8.5,P,27,0,628,0,20,116,33,6,P,38,9,479,0,36,211,67,0,1,11,9,-149,0,16,95,34,-6
3383,3.29,P,15,0,124,0,132,91,71,6,Z,19,2,188,0,236,50,135,2,0,4,2,64,0,104,-41,64,-4
3384,3.55,Z,17,4,256,0,5,129,73,0,P,17,1,391,0,1,74,47,1,1,0,-3,135,0,-4,-55,-26,1
3385,10.54,P,112,7,532,0,56,308,123,7,T,126,0,820,0,133,180,169,15,1,14,-7,288,0,77,-128,46,8
3386,9.59,T,101,4,370,0,77,408,139,6,T,86,6,474,0,615,283,217,15,1,-15,2,104,0,538,-125,78,9
3387,4.05,Z,20,0,133,0,21,33,86,2,T,20,4,181,0,127,65,39,0,0,0,4,48,0,106,32,-47,-2
3388,9.59,Z,48,0,773,0,45,105,166,7,Z,53,7,675,2,56,84,196,1,1,5,7,-98,2,11,-21,30,-6
3389,9.58,P,35,0,687,0,0,345,102,0,P,52,4,156,0,18,223,187,0,1,17,4,-531,0,18,-122,85,0
3390,9.41,Z,51,3,482,0,216,315,186,10,P,39,0,577,0,2,81,64,2,0,-12,-3,95,0,-214,-234,-122,-8
3391,2.49,P,8,0,209,0,22,63,53,0,P,12,0,59,0,0,44,15,0,0,4,0,-150,0,-22,-19,-38,0
3392,4.4,Z,18,0,121,16,60,56,88,0,Z,18,4,97,0,17,25,73,2,0,0,4,-24,-16,-43,-31,-15,2
3393,4.2,T,13,1,182,0,0,38,56,0,T,28,0,313,0,0,184,104,1,1,15,-1,131,0,0,146,48,1
3394,5.57,P,51,2,221,0,450,236,63,4,T,64,0,285,0,301,158,136,13,1,13,-2,64,0,-149,-78,73,9
3395,2.24,P,7,0,33,0,4,23,63,2,P,7,0,246,0,0,28,9,0,1,0,0,213,0,-4,5,-54,-2
3396,9.58,T,90,4,542,0,71,143,119,15,P,32,0,652,0,0,34,41,0,1,-58,-4,110,0,-71,-109,-78,-15
3397,6.38,T,51,6,170,0,199,230,131,3,T,60,1,298,0,353,226,77,6,1,9,-5,128,0,154,-4,-54,3
3398,9.59,P,50,0,540,0,74,107,53,3,Z,70,0,234,0,54,58,148,7,0,20,0,-306,0,-20,-49,95,4
3399,9.14,Z,53,8,770,0,77,140,142,2,T,75,5,476,3,74,91,164,0,1,22,-3,-294,3,-3,-49,22,-2
3400,9.59,T,81,0,562,0,60,189,107,10,T,95,2,555,0,236,226,224,18,1,14,2,-7,0,176,37,117,8
3401,10.05,P,57,0,504,0,4,242,98,9,T,48,0,391,0,23,119,76,2,0,-9,0,-113,0,19,-123,-22,-7
3402,10.58,P,65,0,499,0,137,217,152,9,P,63,0,388,0,16,253,120,2,1,-2,0,-111,0,-121,36,-32,-7
3403,3.38,Z,14,0,116,0,12,64,52,4,Z,20,0,63,0,10,66,101,6,0,6,0,-53,0,-2,2,49,2
3404,10.16,T,81,3,481,0,30,143,81,8,T,86,0,468,0,38,391,213,12,0,5,-3,-13,0,8,248,132,4
3405,7.51,Z,45,5,403,0,101,114,189,3,Z,36,1,415,0,15,64,115,1,0,-9,-4,12,0,-86,-50,-74,-2
3406,9.59,Z,87,3,552,0,18,222,375,5,T,80,0,941,0,3,180,109,0,1,-7,-3,389,0,-15,-42,-266,-5
3407,9.59,Z,57,5,476,0,97,164,178,12,T,55,2,262,0,19,90,86,4,1,-2,-3,-214,0,-78,-74,-92,-8
3408,9.59,T,46,2,494,0,11,59,51,0,T,44,0,687,0,12,60,50,2,0,-2,-2,193,0,1,1,-1,2
3409,9.24,T,32,0,623,0,3,94,50,3,T,32,0,313,0,0,18,69,0,0,0,0,-310,0,-3,-76,19,-3
3410,3.09,Z,8,2,250,0,59,45,40,1,Z,13,0,103,3,239,68,89,3,1,5,-2,-147,3,180,23,49,2
3411,9.59,Z,90,0,344,0,286,186,355,14,T,98,0,1057,0,56,161,270,4,1,8,0,713,0,-230,-25,-85,-10
3412,5.48,T,34,2,402,0,3,61,83,0,P,34,2,212,0,212,106,168,11,1,0,0,-190,0,209,45,85,11
3413,8.26,P,53,0,753,0,29,105,55,8,T,62,0,385,0,163,144,256,6,1,9,0,-368,0,134,39,201,-2
3414,4.19,T,17,4,150,0,55,176,48,2,T,25,0,375,0,7,50,113,5,0,8,-4,225,0,-48,-126,65,3
3415,4.07,T,21,1,214,0,1,60,28,0,Z,17,1,235,0,26,61,98,0,0,-4,0,21,0,25,1,70,0
3416,9.58,P,63,4,465,0,4,80,67,0,T,53,0,435,0,23,31,66,7,0,-10,-4,-30,0,19,-49,-1,7
3417,7.31,T,27,4,557,0,28,146,50,2,T,56,2,573,0,2,124,112,0,1,29,-2,16,0,-26,-22,62,-2
3418,8.3,P,33,0,443,0,151,178,172,3,T,48,8,638,0,15,155,126,1,0,15,8,195,0,-136,-23,-46,-2
3419,10.33,Z,42,1,364,0,9,91,93,1,P,32,0,401,0,0,137,32,0,1,-10,-1,37,0,-9,46,-61,-1
3420,7.43,P,38,0,588,0,151,187,129,10,T,79,2,537,0,38,191,88,4,0,41,2,-51,0,-113,4,-41,-6
3421,9.36,T,138,3,421,0,254,340,166,6,Z,79,0,631,0,244,225,244,8,0,-59,-3,210,0,-10,-115,78,2
3422,9.59,T,103,9,708,0,60,266,130,2,Z,54,1,501,0,214,209,299,6,1,-49,-8,-207,0,154,-57,169,4
3423,7.58,P,37,7,288,0,14,150,73,0,Z,36,0,609,0,30,84,136,3,0,-1,-7,321,0,16,-66,63,3
3424,5,P,18,3,194,0,89,103,25,9,T,43,0,85,0,542,69,135,10,1,25,-3,-109,0,453,-34,110,1
3425,9.57,T,49,0,745,0,0,118,106,0,P,34,0,637,0,3,264,89,2,0,-15,0,-108,0,3,146,-17,2
3426,7.17,P,38,6,328,0,135,95,61,0,P,45,4,321,0,296,172,35,4,1,7,-2,-7,0,161,77,-26,4
3427,9.56,T,73,9,341,0,14,166,94,2,T,66,5,867,0,88,203,98,3,1,-7,-4,526,0,74,37,4,1
3428,6.24,P,30,0,355,0,11,56,26,1,P,50,1,456,0,300,225,233,6,0,20,1,101,0,289,169,207,5
3429,7.3,Z,69,12,421,0,51,119,185,10,T,96,4,491,0,476,259,75,14,1,27,-8,70,0,425,140,-110,4
3430,3.53,Z,15,2,235,0,294,183,78,3,Z,22,4,149,0,261,73,106,3,1,7,2,-86,0,-33,-110,28,0
3431,9.59,P,53,0,548,0,47,133,42,7,Z,55,0,532,0,124,103,169,7,0,2,0,-16,0,77,-30,127,0
3432,4.25,Z,17,2,98,0,300,60,59,6,Z,20,3,155,0,22,31,53,2,0,3,1,57,0,-278,-29,-6,-4
3433,1.47,P,7,0,109,0,2,6,5,2,P,8,0,57,0,0,25,8,0,1,1,0,-52,0,-2,19,3,-2
3434,9.2,P,54,0,745,0,25,94,58,3,T,48,0,455,0,0,151,103,0,0,-6,0,-290,0,-25,57,45,-3
3435,7.56,Z,48,1,781,0,499,151,170,6,T,65,2,356,0,64,278,107,3,1,17,1,-425,0,-435,127,-63,-3
3436,9.59,T,59,0,586,0,37,48,52,4,T,53,3,641,0,58,76,49,0,1,-6,3,55,0,21,28,-3,-4
3437,7.13,T,21,0,575,0,0,114,55,0,Z,45,0,389,0,25,68,127,4,1,24,0,-186,0,25,-46,72,4
3438,10.18,P,38,0,283,0,0,175,60,2,T,54,2,1314,0,1,115,130,0,1,16,2,1031,0,1,-60,70,-2
3439,8.11,T,87,3,467,0,662,223,168,5,Z,86,1,428,0,136,191,201,15,0,-1,-2,-39,0,-526,-32,33,10
3440,6.07,P,37,0,301,0,20,88,61,1,Z,25,1,251,0,41,119,112,0,0,-12,1,-50,0,21,31,51,-1
3441,9.59,P,47,1,691,0,1,193,93,3,T,51,1,637,0,2,115,96,0,1,4,0,-54,0,1,-78,3,-3
3442,6.1,Z,34,3,263,0,92,140,153,3,P,28,0,438,0,18,70,45,2,1,-6,-3,175,0,-74,-70,-108,-1
3443,0.44,Z,0,0,96,0,9,18,9,2,P,1,0,72,0,0,27,4,2,0,1,0,-24,0,-9,9,-5,0
3444,9.59,P,24,0,415,0,0,155,47,0,T,54,0,722,0,0,110,117,0,0,30,0,307,0,0,-45,70,0
3445,9.56,P,49,0,491,0,42,305,124,7,Z,46,2,507,0,8,60,135,0,1,-3,2,16,0,-34,-245,11,-7
3446,7.33,P,39,8,572,0,24,164,64,1,Z,31,2,576,0,60,25,149,3,1,-8,-6,4,0,36,-139,85,2
3447,5.52,T,47,1,470,0,364,202,128,6,P,37,0,288,4,59,180,86,0,0,-10,-1,-182,4,-305,-22,-42,-6
3448,5.48,Z,36,12,210,0,78,140,184,13,Z,33,0,187,0,25,62,116,1,0,-3,-12,-23,0,-53,-78,-68,-12
3449,9.59,P,75,0,598,0,46,130,55,11,T,83,0,470,0,632,167,218,13,1,8,0,-128,0,586,37,163,2
3450,10.36,Z,58,5,1361,0,58,209,286,0,T,99,4,715,0,42,74,110,4,0,41,-1,-646,0,-16,-135,-176,4
3451,2.42,T,11,1,151,0,15,21,36,0,T,12,0,71,0,225,15,88,3,1,1,-1,-80,0,210,-6,52,3
3452,3.17,P,16,1,146,0,370,38,23,8,Z,12,1,133,0,286,43,51,9,1,-4,0,-13,0,-84,5,28,1
3453,5.09,T,34,0,258,0,356,106,128,5,Z,25,3,206,0,549,108,101,0,1,-9,3,-52,0,193,2,-27,-5
3454,9.59,Z,71,0,393,0,84,215,304,2,T,81,0,705,0,47,119,122,5,0,10,0,312,0,-37,-96,-182,3
3455,7.09,Z,30,0,152,0,55,71,130,3,Z,34,4,341,0,27,218,119,1,1,4,4,189,0,-28,147,-11,-2
3456,9.58,P,42,0,510,0,14,181,96,3,Z,56,0,387,0,49,216,245,13,1,14,0,-123,0,35,35,149,10
3457,0.27,P,2,1,13,0,0,19,9,0,P,2,0,31,0,2,11,3,2,0,0,-1,18,0,2,-8,-6,2
3458,8.14,T,47,0,359,0,36,144,62,4,Z,18,0,352,0,3,21,85,1,0,-29,0,-7,0,-33,-123,23,-3
3459,2.47,Z,20,0,72,0,286,29,101,6,T,12,0,90,0,0,41,80,0,0,-8,0,18,0,-286,12,-21,-6
3460,7.22,T,42,6,695,0,90,212,95,2,P,38,0,401,0,19,147,81,7,0,-4,-6,-294,0,-71,-65,-14,5
3461,4.53,Z,23,4,220,0,159,96,164,4,Z,24,6,146,0,313,98,190,5,0,1,2,-74,0,154,2,26,1
3462,9.59,P,71,6,467,0,338,416,126,6,T,110,0,229,0,168,245,279,9,0,39,-6,-238,0,-170,-171,153,3
3463,9.59,T,77,0,602,0,313,256,143,13,Z,72,0,541,0,45,202,176,13,0,-5,0,-61,0,-268,-54,33,0
3464,7.28,Z,77,7,406,1,199,104,188,8,Z,50,0,284,0,218,133,298,4,0,-27,-7,-122,-1,19,29,110,-4
3465,8.24,Z,41,3,528,0,20,180,154,1,Z,44,2,522,0,21,113,165,0,1,3,-1,-6,0,1,-67,11,-1
3466,3.04,Z,10,0,45,0,7,30,76,4,T,11,0,263,0,10,57,31,3,1,1,0,218,0,3,27,-45,-1
3467,9.58,P,41,1,773,0,30,116,67,2,T,88,0,476,0,196,262,244,9,1,47,-1,-297,0,166,146,177,7
3468,7.01,Z,40,0,382,0,155,204,248,3,Z,46,3,353,0,201,203,230,7,1,6,3,-29,0,46,-1,-18,4
3469,6.55,T,65,0,257,0,577,151,161,13,P,66,0,275,0,403,287,80,9,0,1,0,18,0,-174,136,-81,-4
3470,7.45,P,53,1,605,0,27,239,72,5,Z,53,1,659,0,34,89,123,1,0,0,0,54,0,7,-150,51,-4
3471,8.26,T,87,0,410,0,330,230,110,15,P,45,7,349,8,378,169,256,0,0,-42,7,-61,8,48,-61,146,-15
3472,8.29,Z,40,0,486,0,168,134,299,4,Z,45,0,311,0,19,73,141,1,1,5,0,-175,0,-149,-61,-158,-3
3473,9.59,P,78,0,635,0,166,352,179,12,T,95,0,580,0,451,213,97,25,1,17,0,-55,0,285,-139,-82,13
3474,9.06,T,139,5,712,0,613,379,164,4,Z,138,0,494,132,879,328,960,4,1,-1,-5,-218,132,266,-51,796,0
3475,3.26,Z,18,0,126,0,38,11,68,2,Z,12,0,237,0,3,20,41,1,1,-6,0,111,0,-35,9,-27,-1
3476,9.54,P,39,6,532,0,21,275,56,4,P,35,0,967,0,0,128,70,1,1,-4,-6,435,0,-21,-147,14,-3
3477,7.09,Z,37,0,235,0,6,56,118,0,P,33,0,358,0,0,148,56,3,0,-4,0,123,0,-6,92,-62,3
3478,9.59,P,63,0,831,0,76,245,95,8,T,84,8,600,0,287,177,92,0,1,21,8,-231,0,211,-68,-3,-8
3479,9.59,Z,94,0,654,0,230,229,253,8,T,151,3,799,0,523,313,140,14,1,57,3,145,0,293,84,-113,6
3480,9.59,T,105,10,436,0,753,492,141,12,P,86,2,368,0,550,275,129,2,0,-19,-8,-68,0,-203,-217,-12,-10
3481,7.05,Z,24,0,529,0,0,137,80,0,P,31,0,653,0,2,146,54,1,1,7,0,124,0,2,9,-26,1
3482,10.52,Z,82,7,671,0,108,259,312,1,P,73,8,644,0,41,230,98,1,1,-9,1,-27,0,-67,-29,-214,0
3483,7.33,Z,29,0,460,0,76,154,201,0,T,47,0,195,0,455,186,176,3,0,18,0,-265,0,379,32,-25,3
3484,9.58,T,80,5,416,0,49,208,115,0,T,48,0,390,0,3,43,89,4,1,-32,-5,-26,0,-46,-165,-26,4
3485,5.42,Z,28,4,204,0,63,82,105,0,P,24,0,269,0,52,70,68,6,0,-4,-4,65,0,-11,-12,-37,6
3486,9.59,T,83,12,499,2,45,173,110,0,T,89,0,724,0,62,272,92,6,0,6,-12,225,-2,17,99,-18,6
3487,6.1,P,32,0,187,0,7,114,43,5,T,36,2,228,0,138,65,117,6,0,4,2,41,0,131,-49,74,1
3488,9.59,T,42,0,547,0,3,110,79,1,P,33,1,545,0,6,32,70,0,0,-9,1,-2,0,3,-78,-9,-1
3489,9.59,P,70,0,660,0,108,432,102,11,T,75,0,590,0,100,219,131,14,0,5,0,-70,0,-8,-213,29,3
3490,9.59,T,140,0,500,0,591,319,175,20,P,70,0,779,0,10,310,238,6,1,-70,0,279,0,-581,-9,63,-14
3491,9.59,Z,61,0,885,0,0,79,209,0,T,55,0,313,3,17,129,58,0,0,-6,0,-572,3,17,50,-151,0
3492,2.39,T,10,0,172,0,0,16,22,0,Z,8,1,22,0,0,20,41,0,1,-2,1,-150,0,0,4,19,0
3493,9.59,P,85,0,403,0,165,257,176,19,T,119,5,710,0,194,393,223,9,0,34,5,307,0,29,136,47,-10
3494,6.43,T,44,0,372,0,2,45,62,5,Z,39,0,273,0,29,111,86,0,1,-5,0,-99,0,27,66,24,-5
3495,6.26,P,68,0,259,0,569,203,59,8,Z,49,0,422,0,380,175,226,9,1,-19,0,163,0,-189,-28,167,1
3496,4.34,T,22,0,199,0,0,18,45,0,T,20,1,278,0,5,63,50,3,1,-2,1,79,0,5,45,5,3
3497,7.29,P,48,0,441,0,572,214,81,10,T,58,0,635,0,143,195,109,16,0,10,0,194,0,-429,-19,28,6
3498,6.43,P,27,5,586,0,16,217,102,1,P,30,0,497,0,0,57,91,0,0,3,-5,-89,0,-16,-160,-11,-1
3499,5.4,P,29,0,266,4,122,79,49,1,P,23,0,259,0,28,130,77,8,0,-6,0,-7,-4,-94,51,28,7
3500,5.31,Z,17,2,373,0,14,37,57,2,P,22,2,359,0,13,57,23,1,1,5,0,-14,0,-1,20,-34,-1
3501,8.33,T,25,0,401,0,0,75,54,0,T,27,0,445,0,0,54,76,1,1,2,0,44,0,0,-21,22,1
3502,8.28,P,41,0,658,0,0,191,89,1,T,52,1,449,0,17,173,119,0,1,11,1,-209,0,17,-18,30,-1
3503,8.1,P,31,0,676,0,6,167,71,1,T,46,0,211,0,0,28,84,0,1,15,0,-465,0,-6,-139,13,-1
3504,9.57,Z,50,0,75,0,2,94,195,2,T,58,0,573,0,2,136,78,0,0,8,0,498,0,0,42,-117,-2
3505,7.11,P,58,3,305,0,92,147,36,6,Z,36,5,330,0,57,150,97,2,0,-22,2,25,0,-35,3,61,-4
3506,8.52,T,65,0,396,0,84,161,72,8,Z,58,4,602,0,58,188,180,0,0,-7,4,206,0,-26,27,108,-8
3507,9.59,P,43,0,494,0,2,196,44,3,P,13,0,514,0,0,70,29,0,0,-30,0,20,0,-2,-126,-15,-3
3508,6.39,P,22,0,336,0,5,46,33,2,Z,27,2,516,0,11,104,90,1,1,5,2,180,0,6,58,57,-1
3509,9.59,P,77,0,443,0,142,172,199,3,T,108,2,672,0,76,313,143,2,1,31,2,229,0,-66,141,-56,-1
3510,5.12,T,29,1,244,0,363,73,116,4,P,25,0,430,0,12,118,28,5,0,-4,-1,186,0,-351,45,-88,1
3511,9.59,T,40,0,589,4,6,48,70,0,Z,54,0,201,0,39,110,199,1,0,14,0,-388,-4,33,62,129,1
3512,4.55,Z,18,0,226,0,73,25,108,1,T,20,0,336,0,2,64,33,1,0,2,0,110,0,-71,39,-75,0
3513,9.58,T,64,0,867,0,47,175,128,6,Z,56,4,443,0,50,241,326,5,1,-8,4,-424,0,3,66,198,-1
3514,9.59,Z,87,12,493,13,554,222,351,17,Z,91,17,253,0,55,175,214,0,1,4,5,-240,-13,-499,-47,-137,-17
3515,5.35,T,34,0,342,0,28,102,49,3,Z,19,3,352,0,27,48,88,0,0,-15,3,10,0,-1,-54,39,-3
3516,6.24,Z,33,5,273,0,108,119,151,0,P,44,0,449,0,411,261,132,3,1,11,-5,176,0,303,142,-19,3
3517,9.59,Z,57,8,488,0,61,198,217,6,T,120,10,516,0,668,245,144,10,0,63,2,28,0,607,47,-73,4
3518,6.39,P,32,0,573,0,0,38,35,1,T,27,0,361,0,1,28,63,1,1,-5,0,-212,0,1,-10,28,0
3519,9,Z,35,4,425,0,20,71,117,1,P,57,0,305,0,42,267,66,6,1,22,-4,-120,0,22,196,-51,5
3520,8.54,Z,50,5,463,0,399,189,226,6,Z,45,0,539,0,21,325,213,24,1,-5,-5,76,0,-378,136,-13,18
3521,8.28,P,61,0,398,0,505,145,56,10,Z,45,0,450,6,31,156,148,0,0,-16,0,52,6,-474,11,92,-10
3522,3.32,P,15,0,323,0,1,85,21,2,P,18,1,183,0,65,167,23,4,1,3,1,-140,0,64,82,2,2
3523,7.37,T,40,0,392,0,2,28,71,3,P,18,0,342,0,0,49,16,0,0,-22,0,-50,0,-2,21,-55,-3
3524,5.36,Z,37,5,437,0,136,112,247,4,Z,32,5,129,0,25,65,67,1,0,-5,0,-308,0,-111,-47,-180,-3
3525,8.12,Z,37,8,480,0,84,383,187,4,Z,44,0,310,0,47,225,173,9,0,7,-8,-170,0,-37,-158,-14,5
3526,9.59,Z,65,6,518,0,154,270,270,1,T,114,0,450,0,138,314,106,7,1,49,-6,-68,0,-16,44,-164,6
3527,4.07,Z,17,5,196,0,19,56,49,1,Z,15,0,50,0,20,81,63,2,0,-2,-5,-146,0,1,25,14,1
3528,9.45,Z,56,4,495,0,66,142,139,0,T,83,0,347,0,180,153,223,6,0,27,-4,-148,0,114,11,84,6
3529,7.41,T,65,0,416,0,391,272,108,4,P,53,0,387,0,359,194,152,10,1,-12,0,-29,0,-32,-78,44,6
3530,10.26,T,152,14,352,0,1079,280,246,38,P,85,0,747,0,72,162,98,18,0,-67,-14,395,0,-1007,-118,-148,-20
3531,8.19,T,40,4,406,0,15,39,48,0,Z,41,0,735,0,211,231,182,4,1,1,-4,329,0,196,192,134,4
3532,3.38,T,24,0,134,0,121,65,34,3,T,23,0,208,0,32,40,95,10,0,-1,0,74,0,-89,-25,61,7
3533,10.36,P,52,1,583,0,56,222,95,7,Z,81,0,524,16,158,193,272,0,1,29,-1,-59,16,102,-29,177,-7
3534,3.05,Z,13,0,59,0,31,16,41,3,Z,12,0,88,0,14,25,49,1,1,-1,0,29,0,-17,9,8,-2
3535,4.09,Z,21,2,240,0,40,84,55,0,Z,22,1,56,0,12,42,103,0,0,1,-1,-184,0,-28,-42,48,0
3536,9.59,T,101,4,593,0,39,284,124,5,Z,69,6,476,0,54,241,235,0,1,-32,2,-117,0,15,-43,111,-5
3537,8.49,P,61,4,624,0,262,273,212,1,T,81,0,457,0,195,145,100,11,1,20,-4,-167,0,-67,-128,-112,10
3538,9.59,P,32,2,517,0,8,265,59,2,Z,47,1,1094,0,14,164,194,3,0,15,-1,577,0,6,-101,135,1
3539,8.23,T,76,4,548,0,637,327,155,7,P,52,4,191,0,338,285,193,3,1,-24,0,-357,0,-299,-42,38,-4
3540,6.52,Z,20,1,283,0,9,179,107,0,Z,36,1,239,0,64,92,150,2,1,16,0,-44,0,55,-87,43,2
3541,4.05,Z,21,0,285,0,24,60,57,3,Z,15,0,294,0,9,78,63,5,1,-6,0,9,0,-15,18,6,2
3542,4.21,Z,20,0,114,0,27,39,75,9,T,37,2,188,0,261,125,91,3,1,17,2,74,0,234,86,16,-6
3543,9.59,Z,64,7,498,0,170,208,316,3,T,115,4,607,1,53,307,147,0,0,51,-3,109,1,-117,99,-169,-3
3544,0.56,T,6,0,1,0,6,22,13,1,T,5,0,27,0,19,15,23,1,1,-1,0,26,0,13,-7,10,0
3545,4.38,T,19,1,467,0,0,22,28,0,T,19,0,210,0,0,8,24,0,0,0,-1,-257,0,0,-14,-4,0
3546,4.51,P,30,0,179,0,99,158,81,5,Z,35,3,138,0,247,189,125,10,0,5,3,-41,0,148,31,44,5
3547,9.59,T,169,0,365,0,322,388,271,7,Z,88,0,417,0,56,366,267,20,1,-81,0,52,0,-266,-22,-4,13
3548,9.59,Z,54,2,505,0,12,108,170,0,T,45,5,596,0,20,93,63,0,1,-9,3,91,0,8,-15,-107,0
3549,1.51,Z,8,1,7,0,1,2,29,1,Z,7,1,81,0,10,21,29,1,1,-1,0,74,0,9,19,0,0
3550,9.17,Z,57,5,522,0,125,518,323,3,T,67,0,308,0,27,146,98,7,0,10,-5,-214,0,-98,-372,-225,4
3551,9.48,Z,59,0,428,0,34,171,221,3,Z,56,0,614,0,23,126,219,2,0,-3,0,186,0,-11,-45,-2,-1
3552,9.59,P,119,2,380,0,185,350,103,14,Z,111,16,322,2,543,305,518,9,0,-8,14,-58,2,358,-45,415,-5
3553,9.59,T,69,1,410,0,8,231,136,0,P,45,4,599,0,4,143,65,0,1,-24,3,189,0,-4,-88,-71,0
3554,6.45,T,66,2,357,0,245,184,240,9,Z,44,0,510,0,71,86,140,4,0,-22,-2,153,0,-174,-98,-100,-5
3555,4.07,T,19,0,193,0,214,69,32,5,T,33,0,294,0,129,56,57,6,1,14,0,101,0,-85,-13,25,1
3556,3.51,P,20,0,154,0,125,103,52,5,T,23,1,433,0,108,121,98,5,0,3,1,279,0,-17,18,46,0
3557,3.34,Z,14,0,205,0,18,14,34,16,T,13,1,112,0,286,129,71,5,0,-1,1,-93,0,268,115,37,-11
3558,10.21,Z,65,0,413,0,4,120,187,3,P,78,8,486,0,421,346,105,11,0,13,8,73,0,417,226,-82,8
3559,9.59,Z,62,7,179,0,66,184,202,1,Z,61,17,568,0,223,250,272,0,0,-1,10,389,0,157,66,70,-1
3560,9.59,T,78,0,552,0,141,333,167,4,T,90,0,493,0,311,266,220,13,1,12,0,-59,0,170,-67,53,9
3561,7.37,P,50,1,350,0,5,190,101,4,P,54,0,312,0,606,191,197,12,1,4,-1,-38,0,601,1,96,8
3562,4.4,P,18,3,196,0,2,35,26,0,T,21,0,277,0,2,62,27,1,0,3,-3,81,0,0,27,1,1
3563,8.19,T,99,0,622,0,61,189,196,8,Z,68,5,490,0,67,228,216,3,0,-31,5,-132,0,6,39,20,-5
3564,9.59,T,70,2,703,0,48,329,182,5,P,75,0,462,0,42,266,109,9,1,5,-2,-241,0,-6,-63,-73,4
3565,4.45,Z,20,2,194,0,5,51,100,0,T,39,0,363,0,211,112,43,5,1,19,-2,169,0,206,61,-57,5
3566,9.58,T,72,2,918,0,0,93,120,0,T,51,1,1048,0,50,102,81,16,1,-21,-1,130,0,50,9,-39,16
3567,9.58,T,88,0,834,0,339,259,103,6,P,76,4,445,0,143,191,132,3,1,-12,4,-389,0,-196,-68,29,-3
3568,5.17,Z,24,0,334,0,3,21,74,2,P,25,4,326,0,31,157,35,2,1,1,4,-8,0,28,136,-39,0
3569,6.44,T,54,0,266,0,452,188,211,4,T,49,4,250,0,94,94,108,4,0,-5,4,-16,0,-358,-94,-103,0
3570,5.01,P,23,0,139,0,7,73,19,7,P,35,0,155,0,10,129,61,11,1,12,0,16,0,3,56,42,4
3571,7.32,T,80,0,545,0,100,260,95,12,T,68,8,371,0,519,192,160,5,1,-12,8,-174,0,419,-68,65,-7
3572,9.59,P,50,1,538,0,15,213,58,2,T,77,9,336,0,317,210,130,3,0,27,8,-202,0,302,-3,72,1
3573,9.32,Z,55,2,501,0,52,122,161,0,P,42,0,428,1,4,101,63,0,0,-13,-2,-73,1,-48,-21,-98,0
3574,6.25,Z,35,1,348,0,167,94,216,8,P,30,0,401,0,32,135,69,5,1,-5,-1,53,0,-135,41,-147,-3
3575,5.05,Z,14,0,178,0,1,48,61,0,P,17,0,139,0,0,61,21,0,0,3,0,-39,0,-1,13,-40,0
